code,name,high,low,close,volume,amount,chg,turn,m_value,s_capital,pe,pb,ps,pm,vol,turn_std
600259.SH,广晟有色,0.30510021717676744,0.36605681120925826,0.32075704272006655,0.19743041024924357,0.16559319433265934,0.09648850174216046,3.72779651567944,13785018014.30847,319119100.5,374.94585226480865,6.0350128919860575,1.0146790940766564,22.677855923344932,0.6680456662433573,2.9844557791294974
600267.SH,海正药业,0.37841759855519236,0.3928051254143378,0.37138163260698637,0.08939309713008325,0.07501809718104685,-0.017517770034843234,1.5171385017421595,15097952140.203619,1169071151.5853658,26.86123327526133,2.1772817073170727,1.2836543554006958,-161.6114508710801,0.6709253334391293,1.5571410531051657
600271.SH,航天信息,0.3168796834617254,0.3724812116980916,0.33115784227421063,0.07273262802419288,0.05923431937082869,0.04154128919860628,0.7975385017421603,22351683666.20027,1852878315.9756098,23.106401393728227,1.733031010452962,1.0175325783972127,1.223591289198615,0.6715103780279643,0.665321714670738
600276.SH,恒瑞医药,0.3254974980894082,0.3324673685228884,0.32464673773703195,0.21829578924162,0.22504745762389658,-0.08786324041811841,0.7085348432055736,317893678471.6111,6194469915.390244,62.6265904181185,9.60947491289199,12.190503310104525,100.28755766550525,0.6682355581235119,0.3257080925862197
600282.SH,南钢股份,0.36501423870524285,0.376040130624646,0.34760425479871737,0.18910362015796728,0.19209573736388408,0.07514605954465854,1.2350830122591954,21938231469.3476,6159430938.267951,6.917032924693527,0.8662302977232915,0.3482077057793348,-9.461494395796844,0.6810977480606261,0.8327941329878478
600285.SH,羚锐制药,0.455988782634075,0.4579777739390799,0.44348984793350554,0.17224269998769484,0.15518502052282648,0.15992282229965166,1.880559756097562,6912165116.694636,567625773.1567944,17.889908710801414,2.940547735191641,2.657522996515679,64.4486219512195,0.6711583750614107,1.1729993437718942
600297.SH,广汇汽车,0.35181753033336033,0.3993418505613624,0.3440954553430423,0.06304429088600508,0.057228125558617365,-0.023348257839721238,0.9322327526132403,20587816645.235435,8110920924.668989,13.830085191637624,0.5047320557491289,0.13317560975609785,0.4442205574912901,0.6863858834795268,0.9070578384211645
600298.SH,安琪酵母,0.40509596358464034,0.398780108169478,0.39892414985537944,0.20127979145835656,0.16135603517357647,-0.01796184668989545,1.1127897212543558,40759457322.59071,845528660.630662,31.288265679442524,5.814203484320557,4.078449303135889,-857.8124858885018,0.6691885197485635,0.5656923602750614
600303.SH,ST曙光,0.23981869744928933,0.24214168714168716,0.2386443542934414,0.18705031731112454,0.14082894526921866,0.04321604278074857,2.9929374331550815,3132611739.2823873,675604211.0,2.405210516934049,1.2220622103386807,1.3557172905525854,-3.0296005347593633,0.6768062520489102,2.416001857893793
600308.SH,华泰股份,0.20853086195199053,0.27594912124453685,0.2369679965707999,0.09985320895473586,0.07240681214566291,0.03846655052264803,1.4792745644599299,6606813001.612193,1150422606.327526,9.6332067944251,0.7177614982578396,0.4845163763066205,10.47833205574912,0.6747193625405012,1.4955457068597169
600309.SH,万华化学,0.3295865728775499,0.36804206462756955,0.36191354864007386,0.21361241524701416,0.2022686048772861,0.02630313588850174,0.9099952961672473,309451403580.07275,3139746626.0,18.76254163763067,4.985591463414637,3.07151167247387,15.32541864111499,0.6679152199252331,0.7020827804512135
600315.SH,上海家化,0.3329417937582217,0.34896573043818613,0.3381352426876933,0.1297364776570016,0.10985284863161611,0.00582369337979104,0.8873181184669,26499004952.435608,679036488.0853659,51.710709233449535,3.8889304878048794,3.6530872822299636,6.192528222996534,0.6689614170325244,0.6303789196379058
